,法院名称,上诉法院,级别
2340,马尔康县人民法院,阿坝州中级人民法院,基层
2341,壤塘县人民法院,阿坝州中级人民法院,基层
2342,阿坝县人民法院,阿坝州中级人民法院,基层
2343,若尔盖县人民法院,阿坝州中级人民法院,基层
2344,红原县人民法院,阿坝州中级人民法院,基层
2345,康定县人民法院,甘孜州中级人民法院,基层
2346,泸定县人民法院,甘孜州中级人民法院,基层
2347,丹巴县人民法院,甘孜州中级人民法院,基层
2348,九龙县人民法院,甘孜州中级人民法院,基层
2349,雅江县人民法院,甘孜州中级人民法院,基层
2350,道孚县人民法院,甘孜州中级人民法院,基层
2351,炉霍县人民法院,甘孜州中级人民法院,基层
2352,甘孜县人民法院,甘孜州中级人民法院,基层
2353,新龙县人民法院,甘孜州中级人民法院,基层
2354,德格县人民法院,甘孜州中级人民法院,基层
2355,白玉县人民法院,甘孜州中级人民法院,基层
2356,石渠县人民法院,甘孜州中级人民法院,基层
2357,色达县人民法院,甘孜州中级人民法院,基层
2358,理塘县人民法院,甘孜州中级人民法院,基层
2359,巴塘县人民法院,甘孜州中级人民法院,基层
2360,乡城县人民法院,甘孜州中级人民法院,基层
2361,稻城县人民法院,甘孜州中级人民法院,基层
2362,得荣县人民法院,甘孜州中级人民法院,基层
2363,西昌市人民法院,凉山州中级人民法院,基层
2364,木里县人民法院,凉山州中级人民法院,基层
2365,盐源县人民法院,凉山州中级人民法院,基层
2366,德昌县人民法院,凉山州中级人民法院,基层
2367,会理县人民法院,凉山州中级人民法院,基层
2368,会东县人民法院,凉山州中级人民法院,基层
2369,宁南县人民法院,凉山州中级人民法院,基层
2370,普格县人民法院,凉山州中级人民法院,基层
2371,布拖县人民法院,凉山州中级人民法院,基层
2372,金阳县人民法院,凉山州中级人民法院,基层
2373,昭觉县人民法院,凉山州中级人民法院,基层
2374,喜德县人民法院,凉山州中级人民法院,基层
2375,冕宁县人民法院,凉山州中级人民法院,基层
2376,越西县人民法院,凉山州中级人民法院,基层
2377,甘洛县人民法院,凉山州中级人民法院,基层
2378,美姑县人民法院,凉山州中级人民法院,基层
2379,雷波县人民法院,凉山州中级人民法院,基层
2380,成都铁路运输人民法院,成都铁路中级人民法院,基层
2381,重庆铁路运输人民法院,成都铁路中级人民法院,基层
2382,西昌铁路运输人民法院,成都铁路中级人民法院,基层
2383,南明区人民法院,贵阳市中级人民法院,基层
2384,云岩区人民法院,贵阳市中级人民法院,基层
2385,花溪区人民法院,贵阳市中级人民法院,基层
2386,乌当区人民法院,贵阳市中级人民法院,基层
2387,贵阳白云区人民法院,贵阳市中级人民法院,基层
2388,观山湖区人民法院,贵阳市中级人民法院,基层
2389,清镇市人民法院,贵阳市中级人民法院,基层
2390,开阳县人民法院,贵阳市中级人民法院,基层
2391,息烽县人民法院,贵阳市中级人民法院,基层
2392,修文县人民法院,贵阳市中级人民法院,基层
2393,钟山区人民法院,六盘水市中级人民法院,基层
2394,六枝特区人民法院,六盘水市中级人民法院,基层
2395,水城县人民法院,六盘水市中级人民法院,基层
2396,盘州市人民法院,六盘水市中级人民法院,基层
2397,红花岗区人民法院,遵义市中级人民法院,基层
2398,汇川区人民法院,遵义市中级人民法院,基层
2399,赤水市人民法院,遵义市中级人民法院,基层
2400,仁怀市人民法院,遵义市中级人民法院,基层
2401,播州区人民法院,遵义市中级人民法院,基层
2402,桐梓县人民人民法院,遵义市中级人民法院,基层
2403,绥阳县人民法院,遵义市中级人民法院,基层
2404,正安县人民法院,遵义市中级人民法院,基层
2405,道真县人民法院,遵义市中级人民法院,基层
2406,务川县人民法院,遵义市中级人民法院,基层
2407,凤冈县人民法院,遵义市中级人民法院,基层
2408,湄潭县人民法院,遵义市中级人民法院,基层
2409,余庆县人民法院,遵义市中级人民法院,基层
2410,习水县人民法院,遵义市中级人民法院,基层
2411,西秀区人民法院,安顺市中级人民法院,基层
2412,平坝县人民法院,安顺市中级人民法院,基层
2413,普定县人民法院,安顺市中级人民法院,基层
2414,镇宁县人民法院,安顺市中级人民法院,基层
2415,关岭县人民法院,安顺市中级人民法院,基层
2416,紫云县人民法院,安顺市中级人民法院,基层
2417,碧江区人民法院,铜仁市中级人民法院,基层
2418,江口县人民法院,铜仁市中级人民法院,基层
2419,玉屏县人民法院,铜仁市中级人民法院,基层
2420,思南县人民法院,铜仁市中级人民法院,基层
2421,石阡县人民法院,铜仁市中级人民法院,基层
2422,印江县人民法院,铜仁市中级人民法院,基层
2423,德江县人民法院,铜仁市中级人民法院,基层
2424,沿河县人民法院,铜仁市中级人民法院,基层
2425,松桃县人民法院,铜仁市中级人民法院,基层
2426,万山区人民法院,铜仁市中级人民法院,基层
2427,兴义市人民法院,黔西南州中级人民法院,基层
2428,兴仁市人民法院,黔西南州中级人民法院,基层
2429,普安县人民法院,黔西南州中级人民法院,基层
2430,晴隆县人民法院,黔西南州中级人民法院,基层
2431,贞丰县人民法院,黔西南州中级人民法院,基层
2432,望谟县人民法院,黔西南州中级人民法院,基层
2433,册亨县人民法院,黔西南州中级人民法院,基层
2434,安龙县人民法院,黔西南州中级人民法院,基层
2435,七星关区人民法院,毕节市中级人民法院,基层
2436,大方县人民法院,毕节市中级人民法院,基层
2437,黔西县人民法院,毕节市中级人民法院,基层
2438,金沙县人民法院,毕节市中级人民法院,基层
2439,织金县人民法院,毕节市中级人民法院,基层
2440,纳雍县人民法院,毕节市中级人民法院,基层
2441,威宁县人民法院,毕节市中级人民法院,基层
2442,赫章县人民法院,毕节市中级人民法院,基层
2443,凯里市人民法院,黔东南州中级人民法院,基层
2444,黄平县人民法院,黔东南州中级人民法院,基层
2445,施秉县人民法院,黔东南州中级人民法院,基层
2446,三穗县人民法院,黔东南州中级人民法院,基层
2447,镇远县人民法院,黔东南州中级人民法院,基层
2448,岑巩县人民法院,黔东南州中级人民法院,基层
2449,天柱县人民法院,黔东南州中级人民法院,基层
2450,锦屏县人民法院,黔东南州中级人民法院,基层
2451,剑河县人民人民法院,黔东南州中级人民法院,基层
2452,台江县人民法院,黔东南州中级人民法院,基层
2453,黎平县人民法院,黔东南州中级人民法院,基层
2454,榕江县人民法院,黔东南州中级人民法院,基层
2455,从江县人民法院,黔东南州中级人民法院,基层
2456,雷山县人民法院,黔东南州中级人民法院,基层
2457,麻江县人民法院,黔东南州中级人民法院,基层
2458,丹寨县人民法院,黔东南州中级人民法院,基层
2459,都匀市人民法院,黔南州中级人民法院,基层
2460,福泉市人民法院,黔南州中级人民法院,基层
2461,荔波县人民法院,黔南州中级人民法院,基层
2462,贵定县人民法院,黔南州中级人民法院,基层
2463,瓮安县人民法院,黔南州中级人民法院,基层
2464,独山县人民法院,黔南州中级人民法院,基层
2465,平塘县人民法院,黔南州中级人民法院,基层
2466,罗甸县人民法院,黔南州中级人民法院,基层
2467,长顺县人民法院,黔南州中级人民法院,基层
2468,龙里县人民法院,黔南州中级人民法院,基层
2469,惠水县人民法院,黔南州中级人民法院,基层
2470,三都县人民法院,黔南州中级人民法院,基层
2471,五华区人民法院,昆明市中级人民法院,基层
2472,盘龙区人民法院,昆明市中级人民法院,基层
2473,官渡区人民法院,昆明市中级人民法院,基层
2474,西山区人民法院,昆明市中级人民法院,基层
2475,东川区人民法院,昆明市中级人民法院,基层
2476,安宁市人民法院,昆明市中级人民法院,基层
2477,呈贡县人民法院,昆明市中级人民法院,基层
2478,晋宁县人民法院,昆明市中级人民法院,基层
2479,富民县人民法院,昆明市中级人民法院,基层
2480,宜良县人民法院,昆明市中级人民法院,基层
2481,石林县人民法院,昆明市中级人民法院,基层
2482,嵩明县人民法院,昆明市中级人民法院,基层
2483,禄劝县人民法院,昆明市中级人民法院,基层
2484,寻甸县人民法院,昆明市中级人民法院,基层
2485,麒麟区人民法院,曲靖市中级人民法院,基层
2486,宣威市人民法院,曲靖市中级人民法院,基层
2487,马龙区人民法院,曲靖市中级人民法院,基层
2488,陆良县人民法院,曲靖市中级人民法院,基层
2489,师宗县人民法院,曲靖市中级人民法院,基层
2490,罗平县人民法院,曲靖市中级人民法院,基层
2491,富源县人民法院,曲靖市中级人民法院,基层
2492,会泽县人民法院,曲靖市中级人民法院,基层
2493,沾益县人民法院,曲靖市中级人民法院,基层
2494,红塔区人民法院,玉溪市中级人民法院,基层
2495,江川区人民法院,玉溪市中级人民法院,基层
2496,澄江县人民法院,玉溪市中级人民法院,基层
2497,通海县人民法院,玉溪市中级人民法院,基层
2498,华宁县人民法院,玉溪市中级人民法院,基层
2499,易门县人民法院,玉溪市中级人民法院,基层
2500,峨山县人民法院,玉溪市中级人民法院,基层
2501,新平县人民法院,玉溪市中级人民法院,基层
2502,元江县人民法院,玉溪市中级人民法院,基层
2503,隆阳区人民法院,保山市中级人民法院,基层
2504,施甸县人民法院,保山市中级人民法院,基层
2505,腾冲市人民法院,保山市中级人民法院,基层
2506,龙陵县人民法院,保山市中级人民法院,基层
2507,昌宁县人民法院,保山市中级人民法院,基层
2508,昭阳区人民法院,昭通市中级人民法院,基层
2509,鲁甸县人民法院,昭通市中级人民法院,基层
2510,巧家县人民法院,昭通市中级人民法院,基层
2511,盐津县人民法院,昭通市中级人民法院,基层
2512,大关县人民法院,昭通市中级人民法院,基层
2513,永善县人民法院,昭通市中级人民法院,基层
2514,绥江县人民法院,昭通市中级人民法院,基层
2515,镇雄县人民法院,昭通市中级人民法院,基层
2516,彝良县人民法院,昭通市中级人民法院,基层
2517,威信县人民法院,昭通市中级人民法院,基层
2518,水富县人民法院,昭通市中级人民法院,基层
2519,古城区人民法院,丽江市中级人民法院,基层
2520,玉龙县人民法院,丽江市中级人民法院,基层
2521,永胜县人民法院,丽江市中级人民法院,基层
2522,华坪县人民法院,丽江市中级人民法院,基层
2523,宁蒗县人民法院,丽江市中级人民法院,基层
2524,思茅区人民法院,普洱市中级人民法院,基层
2525,宁洱县人民法院,普洱市中级人民法院,基层
2526,墨江县人民法院,普洱市中级人民法院,基层
2527,景东县人民法院,普洱市中级人民法院,基层
2528,景谷县人民法院,普洱市中级人民法院,基层
2529,镇沅县人民法院,普洱市中级人民法院,基层
2530,江城县人民法院,普洱市中级人民法院,基层
2531,孟连县人民法院,普洱市中级人民法院,基层
2532,澜沧县人民法院,普洱市中级人民法院,基层
2533,西盟县人民法院,普洱市中级人民法院,基层
2534,临翔区人民法院,临沧市中级人民法院,基层
2535,凤庆县人民法院,临沧市中级人民法院,基层
2536,云县人民法院,临沧市中级人民法院,基层
2537,永德县人民法院,临沧市中级人民法院,基层
2538,镇康县人民法院,临沧市中级人民法院,基层
2539,双江县人民法院,临沧市中级人民法院,基层
2540,耿马县人民法院,临沧市中级人民法院,基层
2541,沧源县人民法院,临沧市中级人民法院,基层
2542,楚雄市人民法院,楚雄州中级人民法院,基层
2543,双柏县人民法院,楚雄州中级人民法院,基层
2544,牟定县人民法院,楚雄州中级人民法院,基层
2545,南华县人民法院,楚雄州中级人民法院,基层
2546,姚安县人民法院,楚雄州中级人民法院,基层
2547,大姚县人民法院,楚雄州中级人民法院,基层
2548,永仁县人民法院,楚雄州中级人民法院,基层
2549,元谋县人民法院,楚雄州中级人民法院,基层
2550,武定县人民法院,楚雄州中级人民法院,基层
2551,禄丰县人民法院,楚雄州中级人民法院,基层
2552,个旧市人民法院,红河州中级人民法院,基层
2553,开远市人民法院,红河州中级人民法院,基层
2554,蒙自市人民法院,红河州中级人民法院,基层
2555,屏边县人民法院,红河州中级人民法院,基层
2556,建水县人民法院,红河州中级人民法院,基层
2557,石屏县人民法院,红河州中级人民法院,基层
2558,弥勒市人民法院,红河州中级人民法院,基层
2559,泸西县人民法院,红河州中级人民法院,基层
2560,元阳县人民法院,红河州中级人民法院,基层
2561,红河县人民法院,红河州中级人民法院,基层
2562,金平县人民法院,红河州中级人民法院,基层
2563,绿春县人民法院,红河州中级人民法院,基层
2564,河口县人民法院,红河州中级人民法院,基层
2565,文山市人民法院,文山州中级人民法院,基层
2566,砚山县人民法院,文山州中级人民法院,基层
2567,西畴县人民法院,文山州中级人民法院,基层
2568,麻栗坡县人民法院,文山州中级人民法院,基层
2569,马关县人民法院,文山州中级人民法院,基层
2570,丘北县人民法院,文山州中级人民法院,基层
2571,广南县人民法院,文山州中级人民法院,基层
2572,富宁县人民法院,文山州中级人民法院,基层
2573,景洪市人民法院,西双版纳州中级人民法院,基层
2574,勐海县人民法院,西双版纳州中级人民法院,基层
2575,勐腊县人民法院,西双版纳州中级人民法院,基层
2576,大理市人民法院,大理州中级人民法院,基层
2577,漾濞县人民法院,大理州中级人民法院,基层
2578,祥云县人民法院,大理州中级人民法院,基层
2579,宾川县人民法院,大理州中级人民法院,基层
2580,弥渡县人民法院,大理州中级人民法院,基层
2581,南涧县人民法院,大理州中级人民法院,基层
2582,巍山县人民法院,大理州中级人民法院,基层
2583,永平县人民法院,大理州中级人民法院,基层
2584,云龙县人民法院,大理州中级人民法院,基层
2585,洱源县人民法院,大理州中级人民法院,基层
2586,剑川县人民法院,大理州中级人民法院,基层
2587,鹤庆县人民法院,大理州中级人民法院,基层
2588,瑞丽市人民法院,德宏州中级人民法院,基层
2589,芒市人民法院,德宏州中级人民法院,基层
2590,梁河县人民法院,德宏州中级人民法院,基层
2591,盈江县人民法院,德宏州中级人民法院,基层
2592,陇川县人民法院,德宏州中级人民法院,基层
2593,泸水市人民法院,怒江州中级人民法院,基层
2594,福贡县人民法院,怒江州中级人民法院,基层
2595,贡山县人民法院,怒江州中级人民法院,基层
2596,兰坪县人民法院,怒江州中级人民法院,基层
2597,香格里拉县人民法院,迪庆州中级人民法院,基层
2598,德钦县人民法院,迪庆州中级人民法院,基层
2599,维西县人民法院,迪庆州中级人民法院,基层
2600,昆明铁路运输人民法院,昆明铁路中级人民法院,基层
2601,开远铁路运输人民法院,昆明铁路中级人民法院,基层
2602,城关区人民法院,拉萨市中级人民法院,基层
2603,林周县人民法院,拉萨市中级人民法院,基层
2604,当雄县人民法院,拉萨市中级人民法院,基层
2605,尼木县人民法院,拉萨市中级人民法院,基层
2606,曲水县人民法院,拉萨市中级人民法院,基层
2607,堆龙德庆区人民法院,拉萨市中级人民法院,基层
2608,达孜区人民法院,拉萨市中级人民法院,基层
2609,墨竹工卡县人民法院,拉萨市中级人民法院,基层
2610,卡若区人民法院,昌都市中级人民法院,基层
2611,江达县人民法院,昌都市中级人民法院,基层
2612,贡觉县人民法院,昌都市中级人民法院,基层
2613,类乌齐县人民法院,昌都市中级人民法院,基层
2614,丁青县人民法院,昌都市中级人民法院,基层
2615,察雅县人民法院,昌都市中级人民法院,基层
2616,八宿县人民法院,昌都市中级人民法院,基层
2617,左贡县人民法院,昌都市中级人民法院,基层
2618,芒康县人民法院,昌都市中级人民法院,基层
2619,洛隆县人民法院,昌都市中级人民法院,基层
2620,边坝县人民法院,昌都市中级人民法院,基层
2621,乃东县人民法院,山南市中级人民法院,基层
2622,扎囊县人民法院,山南市中级人民法院,基层
2623,贡嘎县人民法院,山南市中级人民法院,基层
2624,桑日县人民法院,山南市中级人民法院,基层
2625,琼结县人民法院,山南市中级人民法院,基层
2626,曲松县人民法院,山南市中级人民法院,基层
2627,措美县人民法院,山南市中级人民法院,基层
2628,洛扎县人民法院,山南市中级人民法院,基层
2629,加查县人民法院,山南市中级人民法院,基层
2630,隆子县人民法院,山南市中级人民法院,基层
2631,错那县人民法院,山南市中级人民法院,基层
2632,浪卡子县人民法院,山南市中级人民法院,基层
2633,桑珠孜区人民法院,日喀则市中级人民法院,基层
2634,南木林县人民法院,日喀则市中级人民法院,基层
2635,江孜县人民法院,日喀则市中级人民法院,基层
2636,定日县人民法院,日喀则市中级人民法院,基层
2637,萨迦县人民法院,日喀则市中级人民法院,基层
2638,拉孜县人民法院,日喀则市中级人民法院,基层
2639,昂仁县人民法院,日喀则市中级人民法院,基层
2640,谢通门县人民法院,日喀则市中级人民法院,基层
2641,白朗县人民法院,日喀则市中级人民法院,基层
2642,仁布县人民法院,日喀则市中级人民法院,基层
2643,康马县人民法院,日喀则市中级人民法院,基层
2644,定结县人民法院,日喀则市中级人民法院,基层
2645,仲巴县人民法院,日喀则市中级人民法院,基层
2646,亚东县人民法院,日喀则市中级人民法院,基层
2647,吉隆县人民法院,日喀则市中级人民法院,基层
2648,聂拉木县人民法院,日喀则市中级人民法院,基层
2649,萨嘎县人民法院,日喀则市中级人民法院,基层
2650,岗巴县人民法院,日喀则市中级人民法院,基层
2651,色尼区人民法院,那曲市中级人民法院,基层
2652,嘉黎县人民法院,那曲市中级人民法院,基层
2653,比如县人民法院,那曲市中级人民法院,基层
2654,聂荣县人民法院,那曲市中级人民法院,基层
2655,安多县人民法院,那曲市中级人民法院,基层
2656,申扎县人民法院,那曲市中级人民法院,基层
2657,索县人民法院,那曲市中级人民法院,基层
2658,班戈县人民法院,那曲市中级人民法院,基层
2659,巴青县人民法院,那曲市中级人民法院,基层
2660,尼玛县人民法院,那曲市中级人民法院,基层
2661,双湖县人民法院,那曲市中级人民法院,基层
2662,普兰县人民法院,阿里地区中级人民法院,基层
2663,札达县人民法院,阿里地区中级人民法院,基层
2664,噶尔县人民法院,阿里地区中级人民法院,基层
2665,日土县人民法院,阿里地区中级人民法院,基层
2666,革吉县人民法院,阿里地区中级人民法院,基层
2667,改则县人民法院,阿里地区中级人民法院,基层
2668,措勤县人民法院,阿里地区中级人民法院,基层
2669,巴宜区人民法院,林芝市中级人民法院,基层
2670,工布江达县人民法院,林芝市中级人民法院,基层
2671,米林县人民法院,林芝市中级人民法院,基层
2672,墨脱县人民法院,林芝市中级人民法院,基层
2673,波密县人民法院,林芝市中级人民法院,基层
2674,察隅县人民法院,林芝市中级人民法院,基层
2675,朗县人民法院,林芝市中级人民法院,基层
2676,新城区人民法院,西安市中级人民法院,基层
2677,碑林区人民法院,西安市中级人民法院,基层
2678,莲湖区人民法院,西安市中级人民法院,基层
2679,灞桥区人民法院,西安市中级人民法院,基层
2680,未央区人民法院,西安市中级人民法院,基层
2681,雁塔区人民法院,西安市中级人民法院,基层
2682,阎良区人民法院,西安市中级人民法院,基层
2683,临潼区人民法院,西安市中级人民法院,基层
2684,长安区人民法院,西安市中级人民法院,基层
2685,蓝田县人民法院,西安市中级人民法院,基层
2686,周至县人民法院,西安市中级人民法院,基层
2687,鄠邑区人民法院,西安市中级人民法院,基层
2688,高陵区人民法院,西安市中级人民法院,基层
2689,王益区人民法院,铜川市中级人民法院,基层
2690,印台区人民法院,铜川市中级人民法院,基层
2691,耀州区人民法院,铜川市中级人民法院,基层
2692,宜君县人民法院,铜川市中级人民法院,基层
2693,渭滨区人民法院,宝鸡市中级人民法院,基层
2694,金台区人民法院,宝鸡市中级人民法院,基层
2695,陈仓区人民法院,宝鸡市中级人民法院,基层
2696,凤翔县人民法院,宝鸡市中级人民法院,基层
2697,岐山县人民法院,宝鸡市中级人民法院,基层
2698,扶风县人民法院,宝鸡市中级人民法院,基层
2699,眉县人民法院,宝鸡市中级人民法院,基层
2700,陇县人民法院,宝鸡市中级人民法院,基层
2701,千阳县人民法院,宝鸡市中级人民法院,基层
2702,麟游县人民法院,宝鸡市中级人民法院,基层
2703,凤县人民法院,宝鸡市中级人民法院,基层
2704,太白县人民法院,宝鸡市中级人民法院,基层
2705,秦都区人民法院,咸阳市中级人民法院,基层
2706,杨陵区人民法院,咸阳市中级人民法院,基层
2707,渭城区人民法院,咸阳市中级人民法院,基层
2708,兴平市人民法院,咸阳市中级人民法院,基层
2709,三原县人民法院,咸阳市中级人民法院,基层
2710,泾阳县人民法院,咸阳市中级人民法院,基层
2711,乾县人民法院,咸阳市中级人民法院,基层
2712,礼泉县人民法院,咸阳市中级人民法院,基层
2713,永寿县人民法院,咸阳市中级人民法院,基层
2714,彬州市人民法院,咸阳市中级人民法院,基层
2715,长武县人民法院,咸阳市中级人民法院,基层
2716,旬邑县人民法院,咸阳市中级人民法院,基层
2717,淳化县人民法院,咸阳市中级人民法院,基层
2718,武功县人民法院,咸阳市中级人民法院,基层
2719,临渭区人民法院,渭南市中级人民法院,基层
2720,韩城市人民法院,渭南市中级人民法院,基层
2721,华阴市人民法院,渭南市中级人民法院,基层
2722,渭南华州人民法院,渭南市中级人民法院,基层
2723,潼关县人民法院,渭南市中级人民法院,基层
2724,大荔县人民法院,渭南市中级人民法院,基层
2725,合阳县人民法院,渭南市中级人民法院,基层
2726,澄城县人民法院,渭南市中级人民法院,基层
2727,蒲城县人民法院,渭南市中级人民法院,基层
2728,白水县人民法院,渭南市中级人民法院,基层
2729,富平县人民法院,渭南市中级人民法院,基层
2730,宝塔区人民法院,延安市中级人民法院,基层
2731,延长县人民法院,延安市中级人民法院,基层
2732,延川县人民法院,延安市中级人民法院,基层
2733,子长县人民法院,延安市中级人民法院,基层
2734,安塞区人民法院,延安市中级人民法院,基层
2735,志丹县人民法院,延安市中级人民法院,基层
2736,吴起县人民法院,延安市中级人民法院,基层
2737,甘泉县人民法院,延安市中级人民法院,基层
2738,富县人民法院,延安市中级人民法院,基层
2739,洛川县人民法院,延安市中级人民法院,基层
2740,宜川县人民法院,延安市中级人民法院,基层
2741,黄龙县人民法院,延安市中级人民法院,基层
2742,黄陵县人民法院,延安市中级人民法院,基层
2743,汉台区人民法院,汉中市中级人民法院,基层
2744,南郑区人民法院,汉中市中级人民法院,基层
2745,城固县人民法院,汉中市中级人民法院,基层
2746,洋县人民法院,汉中市中级人民法院,基层
2747,西乡县人民法院,汉中市中级人民法院,基层
2748,勉县人民法院,汉中市中级人民法院,基层
2749,宁强县人民法院,汉中市中级人民法院,基层
2750,略阳县人民法院,汉中市中级人民法院,基层
2751,镇巴县人民法院,汉中市中级人民法院,基层
2752,留坝县人民法院,汉中市中级人民法院,基层
2753,佛坪县人民法院,汉中市中级人民法院,基层
2754,榆阳区人民法院,榆林市中级人民法院,基层
2755,神木市人民法院,榆林市中级人民法院,基层
2756,府谷县人民法院,榆林市中级人民法院,基层
2757,横山区人民法院,榆林市中级人民法院,基层
2758,靖边县人民法院,榆林市中级人民法院,基层
2759,定边县人民法院,榆林市中级人民法院,基层
2760,绥德县人民法院,榆林市中级人民法院,基层
2761,米脂县人民法院,榆林市中级人民法院,基层
2762,佳县人民法院,榆林市中级人民法院,基层
2763,吴堡县人民法院,榆林市中级人民法院,基层
2764,清涧县人民法院,榆林市中级人民法院,基层
2765,子洲县人民法院,榆林市中级人民法院,基层
2766,汉滨区人民法院,安康市中级人民法院,基层
2767,汉阴县人民法院,安康市中级人民法院,基层
2768,石泉县人民法院,安康市中级人民法院,基层
2769,宁陕县人民法院,安康市中级人民法院,基层
2770,紫阳县人民法院,安康市中级人民法院,基层
2771,岚皋县人民法院,安康市中级人民法院,基层
2772,平利县人民法院,安康市中级人民法院,基层
2773,镇坪县人民法院,安康市中级人民法院,基层
2774,旬阳县人民法院,安康市中级人民法院,基层
2775,白河县人民法院,安康市中级人民法院,基层
2776,商州区人民法院,商洛市中级人民法院,基层
2777,洛南县人民法院,商洛市中级人民法院,基层
2778,丹凤县人民法院,商洛市中级人民法院,基层
2779,商南县人民法院,商洛市中级人民法院,基层
2780,山阳县人民法院,商洛市中级人民法院,基层
2781,镇安县人民法院,商洛市中级人民法院,基层
2782,柞水县人民法院,商洛市中级人民法院,基层
2783,西安铁路运输人民法院,西安铁路中级人民法院,基层
2784,安康铁路运输人民法院,西安铁路中级人民法院,基层
2785,兰州城关人民法院,兰州市中级人民法院,基层
2786,七里河区人民法院,兰州市中级人民法院,基层
2787,西固区人民法院,兰州市中级人民法院,基层
2788,安宁区人民法院,兰州市中级人民法院,基层
2789,红古区人民法院,兰州市中级人民法院,基层
2790,永登县人民法院,兰州市中级人民法院,基层
2791,皋兰县人民法院,兰州市中级人民法院,基层
2792,榆中县人民法院,兰州市中级人民法院,基层
2793,兰州市新区人民法院,兰州市中级人民法院,基层
2794,嘉峪关市城区人民法院,嘉峪关市人民法院,基层
2795,金川区人民法院,金昌中级人民法院,基层
2796,永昌县人民法院,金昌中级人民法院,基层
2797,白银区人民法院,白银中级人民法院,基层
2798,平川区人民法院,白银中级人民法院,基层
2799,靖远县人民法院,白银中级人民法院,基层
2800,会宁县人民法院,白银中级人民法院,基层
2801,景泰县人民法院,白银中级人民法院,基层
2802,秦州区人民法院,天水中级人民法院,基层
2803,麦积区人民法院,天水中级人民法院,基层
2804,清水县人民法院,天水中级人民法院,基层
2805,秦安县人民法院,天水中级人民法院,基层
2806,甘谷县人民法院,天水中级人民法院,基层
2807,武山县人民法院,天水中级人民法院,基层
2808,张家川县人民法院,天水中级人民法院,基层
2809,凉州区人民法院,武威中级人民法院,基层
2810,民勤县人民法院,武威中级人民法院,基层
2811,古浪县人民法院,武威中级人民法院,基层
2812,天祝县人民法院,武威中级人民法院,基层
2813,甘州区人民法院,张掖市中级人民法院,基层
2814,民乐县人民法院,张掖市中级人民法院,基层
2815,临泽县人民法院,张掖市中级人民法院,基层
2816,高台县人民法院,张掖市中级人民法院,基层
2817,山丹县人民法院,张掖市中级人民法院,基层
2818,肃南县人民法院,张掖市中级人民法院,基层
2819,崆峒区人民法院,平凉中级人民法院,基层
2820,泾川县人民法院,平凉中级人民法院,基层
2821,灵台县人民法院,平凉中级人民法院,基层
2822,崇信县人民法院,平凉中级人民法院,基层
2823,华亭县人民法院,平凉中级人民法院,基层
2824,庄浪县人民法院,平凉中级人民法院,基层
2825,静宁县人民法院,平凉中级人民法院,基层
2826,肃州区人民法院,酒泉市中级人民法院,基层
2827,玉门市人民法院,酒泉市中级人民法院,基层
2828,敦煌市人民法院,酒泉市中级人民法院,基层
2829,金塔县人民法院,酒泉市中级人民法院,基层
2830,瓜州县人民法院,酒泉市中级人民法院,基层
2831,肃北县人民法院,酒泉市中级人民法院,基层
2832,阿克塞县人民法院,酒泉市中级人民法院,基层
2833,西峰区人民法院,庆阳市中级人民法院,基层
2834,庆城县人民法院,庆阳市中级人民法院,基层
2835,环县人民法院,庆阳市中级人民法院,基层
2836,华池县人民法院,庆阳市中级人民法院,基层
2837,合水县人民法院,庆阳市中级人民法院,基层
2838,正宁县人民法院,庆阳市中级人民法院,基层
2839,宁县人民法院,庆阳市中级人民法院,基层
2840,镇原县人民法院,庆阳市中级人民法院,基层
2841,庆阳林区人民法院,庆阳市中级人民法院,基层
2842,安定区人民法院,定西市中级人民法院,基层
2843,通渭县人民法院,定西市中级人民法院,基层
2844,陇西县人民法院,定西市中级人民法院,基层
2845,渭源县人民法院,定西市中级人民法院,基层
2846,临洮县人民法院,定西市中级人民法院,基层
2847,漳县人民法院,定西市中级人民法院,基层
2848,岷县人民法院,定西市中级人民法院,基层
2849,武都区人民法院,陇南市中级人民法院,基层
2850,成县人民法院,陇南市中级人民法院,基层
2851,文县人民法院,陇南市中级人民法院,基层
2852,宕昌县人民法院,陇南市中级人民法院,基层
2853,康县人民法院,陇南市中级人民法院,基层
2854,西和县人民法院,陇南市中级人民法院,基层
2855,礼县人民法院,陇南市中级人民法院,基层
2856,徽县人民法院,陇南市中级人民法院,基层
2857,两当县人民法院,陇南市中级人民法院,基层
2858,临夏市人民法院,临夏州中级人民法院,基层
2859,临夏县人民法院,临夏州中级人民法院,基层
2860,康乐县人民法院,临夏州中级人民法院,基层
2861,永靖县人民法院,临夏州中级人民法院,基层
2862,广河县人民法院,临夏州中级人民法院,基层
2863,和政县人民法院,临夏州中级人民法院,基层
2864,东乡族县人民法院,临夏州中级人民法院,基层
2865,积石山人民法院,临夏州中级人民法院,基层
2866,合作市人民法院,甘南州中级人民法院,基层
2867,临潭县人民法院,甘南州中级人民法院,基层
2868,卓尼县人民法院,甘南州中级人民法院,基层
2869,舟曲县人民法院,甘南州中级人民法院,基层
2870,迭部县人民法院,甘南州中级人民法院,基层
2871,玛曲县人民法院,甘南州中级人民法院,基层
2872,碌曲县人民法院,甘南州中级人民法院,基层
